Date,Open,High,Low,Close,Volume,Adj_Close
2020-03-13,5237.5,5696.5,5237.5,5366.10009765625,1935105000,5366.10009765625
2020-03-16,5366.10009765625,5366.10009765625,4898.7998046875,5151.10009765625,2111567500,5151.10009765625
2020-03-17,5151.10009765625,5309.0,4978.7998046875,5294.89990234375,1941164900,5294.89990234375
2020-03-18,5294.89990234375,5294.89990234375,5006.2001953125,5080.60009765625,1837075100,5080.60009765625
2020-03-19,5080.60009765625,5181.0,4942.39990234375,5151.60009765625,1963412200,5151.60009765625
2020-03-20,5151.60009765625,5419.2998046875,5151.60009765625,5190.7998046875,2585565700,5190.7998046875
2020-03-23,5190.7998046875,5194.7998046875,4922.7998046875,4993.89990234375,1629604900,4993.89990234375
2020-03-24,4993.89990234375,5446.0,4993.89990234375,5446.0,1582421000,5446.0
2020-03-25,5446.0,5741.39990234375,5400.5,5688.2001953125,1860995600,5688.2001953125
2020-03-26,5688.2001953125,5815.7001953125,5503.39990234375,5815.7001953125,1536739000,5815.7001953125
2020-03-27,5815.7001953125,5815.7001953125,5407.10009765625,5510.2998046875,1457210400,5510.2998046875
2020-03-30,5510.2998046875,5567.2001953125,5351.7998046875,5563.7001953125,1136875400,5563.7001953125
2020-03-31,5563.7001953125,5702.7001953125,5545.89990234375,5672.0,1602112800,5672.0
2020-04-01,5672.0,5672.0,5414.7001953125,5454.60009765625,1670362100,5454.60009765625
2020-04-02,5454.60009765625,5552.39990234375,5395.10009765625,5480.2001953125,1554286900,5480.2001953125
2020-04-03,5480.2001953125,5486.2998046875,5396.7001953125,5415.5,1180517400,5415.5
2020-04-06,5415.5,5590.60009765625,5415.5,5582.39990234375,1207951800,5582.39990234375
2020-04-07,5582.39990234375,5780.2001953125,5582.39990234375,5704.5,1563928500,5704.5
2020-04-08,5704.5,5704.5,5589.7001953125,5677.7001953125,1133735000,5677.7001953125
2020-04-09,5677.7001953125,5842.7001953125,5677.7001953125,5842.7001953125,1290301300,5842.7001953125
2020-04-14,5842.7001953125,5894.7001953125,5779.0,5791.2998046875,1056846100,5791.2998046875
2020-04-15,5791.2998046875,5791.7001953125,5576.39990234375,5597.7001953125,1375971300,5597.7001953125
2020-04-16,5597.7001953125,5657.60009765625,5577.7998046875,5628.39990234375,1073687700,5628.39990234375
2020-04-17,5628.39990234375,5839.2998046875,5628.39990234375,5787.0,1204085900,5787.0
2020-04-20,5787.0,5823.89990234375,5707.7001953125,5812.7998046875,822613800,5812.7998046875
2020-04-21,5812.7998046875,5812.7998046875,5641.0,5641.0,888662400,5641.0
2020-04-22,5641.0,5777.10009765625,5641.0,5770.60009765625,866999300,5770.60009765625
2020-04-23,5770.60009765625,5843.60009765625,5735.89990234375,5826.60009765625,882116400,5826.60009765625
2020-04-24,5826.60009765625,5827.2001953125,5728.7998046875,5752.2001953125,808821600,5752.2001953125
2020-04-27,5752.2001953125,5855.60009765625,5752.2001953125,5846.7998046875,792246400,5846.7998046875
2020-04-28,5846.7998046875,5977.7998046875,5835.89990234375,5958.5,1196850700,5958.5
2020-04-29,5958.5,6129.60009765625,5950.7998046875,6115.2998046875,1288097400,6115.2998046875
2020-04-30,6115.2998046875,6151.60009765625,5897.89990234375,5901.2001953125,1933348900,5901.2001953125
2020-05-01,5901.2001953125,5901.2001953125,5746.10009765625,5763.10009765625,781328900,5763.10009765625
2020-05-04,5763.10009765625,5792.89990234375,5702.0,5753.7998046875,1038977200,5753.7998046875
2020-05-05,5753.7998046875,5869.5,5753.7998046875,5849.39990234375,969041200,5849.39990234375
2020-05-06,5849.39990234375,5897.39990234375,5839.60009765625,5853.7998046875,973242800,5853.7998046875
2020-05-07,5853.7998046875,5941.89990234375,5853.60009765625,5936.0,967707400,5936.0
2020-05-11,5936.0,5999.10009765625,5898.2998046875,5939.7001953125,1041393600,5939.7001953125
2020-05-12,5939.7001953125,6013.0,5911.39990234375,5994.7998046875,939767700,5994.7998046875
2020-05-13,5994.7998046875,5994.7998046875,5893.39990234375,5904.10009765625,1055705500,5904.10009765625
2020-05-14,5904.10009765625,5904.10009765625,5661.10009765625,5741.5,1152459900,5741.5
2020-05-15,5741.5,5837.89990234375,5741.5,5799.7998046875,927433300,5799.7998046875
2020-05-18,5799.7998046875,6058.2001953125,5799.60009765625,6048.60009765625,930325200,6048.60009765625
2020-05-19,6048.60009765625,6112.0,5965.10009765625,6002.2001953125,1001641500,6002.2001953125
2020-05-20,6002.2001953125,6074.5,5961.60009765625,6067.2001953125,925383600,6067.2001953125
2020-05-21,6067.2001953125,6093.7001953125,6004.10009765625,6015.2998046875,1135941900,6015.2998046875
2020-05-22,6015.2998046875,6015.2998046875,5888.60009765625,5993.2998046875,986007000,5993.2998046875
2020-05-26,5993.2998046875,6130.10009765625,5993.2998046875,6067.7998046875,1252539600,6067.7998046875
2020-05-27,6067.7998046875,6168.0,6067.7998046875,6144.2998046875,1559401400,6144.2998046875
2020-05-28,6144.2998046875,6234.0,6144.2998046875,6218.7998046875,1210102000,6218.7998046875
2020-05-29,6218.7998046875,6218.7998046875,6060.2001953125,6076.60009765625,2246313300,6076.60009765625
2020-06-01,6076.60009765625,6179.2998046875,6076.60009765625,6166.39990234375,742112200,6166.39990234375
2020-06-02,6166.39990234375,6238.2998046875,6165.10009765625,6220.10009765625,1192259900,6220.10009765625
2020-06-03,6220.10009765625,6394.7001953125,6220.10009765625,6382.39990234375,1232836600,6382.39990234375
2020-06-04,6382.39990234375,6402.60009765625,6314.60009765625,6341.39990234375,1041769100,6341.39990234375
2020-06-05,6341.39990234375,6490.0,6341.39990234375,6484.2998046875,1398374600,6484.2998046875
2020-06-08,6484.2998046875,6511.7998046875,6423.10009765625,6472.60009765625,1305560800,6472.60009765625
2020-06-09,6472.60009765625,6475.0,6325.10009765625,6335.7001953125,1322614400,6335.7001953125
2020-06-10,6335.7001953125,6387.39990234375,6293.7998046875,6329.10009765625,1115769600,6329.10009765625
2020-06-11,6329.10009765625,6329.10009765625,6076.7001953125,6076.7001953125,1117426600,6076.7001953125
2020-06-12,6076.7001953125,6184.2998046875,5993.2001953125,6105.2001953125,1059920700,6105.2001953125
2020-06-15,6105.2001953125,6105.2001953125,5952.39990234375,6064.7001953125,907815700,6064.7001953125
2020-06-16,6064.7001953125,6299.0,6064.7001953125,6242.7998046875,1028926100,6242.7998046875
2020-06-17,6242.7998046875,6309.7001953125,6233.2001953125,6253.2998046875,863307200,6253.2998046875
2020-06-18,6253.2998046875,6285.0,6184.89990234375,6224.10009765625,782893800,6224.10009765625
2020-06-19,6224.10009765625,6319.7998046875,6224.10009765625,6292.60009765625,1685754500,6292.60009765625
2020-06-22,6292.60009765625,6309.0,6225.5,6244.60009765625,793214300,6244.60009765625
2020-06-23,6244.60009765625,6342.2001953125,6244.60009765625,6320.10009765625,685327800,6320.10009765625
2020-06-24,6320.10009765625,6320.10009765625,6123.7001953125,6123.7001953125,768655700,6123.7001953125
2020-06-25,6123.7001953125,6162.39990234375,6029.2998046875,6147.10009765625,813511600,6147.10009765625
2020-06-26,6147.10009765625,6262.10009765625,6147.10009765625,6159.2998046875,698906500,6159.2998046875
2020-06-29,6159.2998046875,6252.0,6123.0,6225.7998046875,720430800,6225.7998046875
2020-06-30,6225.7998046875,6237.5,6147.0,6169.7001953125,827284200,6169.7001953125
2020-07-01,6169.7001953125,6202.0,6084.5,6158.0,724502100,6158.0
2020-07-02,6158.0,6258.60009765625,6158.0,6240.39990234375,806189500,6240.39990234375
2020-07-03,6240.39990234375,6262.7001953125,6137.10009765625,6157.2998046875,504568000,6157.2998046875
2020-07-06,6157.2998046875,6304.2001953125,6157.2998046875,6285.89990234375,697122600,6285.89990234375
2020-07-07,6285.89990234375,6285.89990234375,6180.0,6189.89990234375,600362300,6189.89990234375
2020-07-08,6189.89990234375,6208.39990234375,6144.5,6156.2001953125,625796600,6156.2001953125
2020-07-09,6156.2001953125,6176.7998046875,6040.2998046875,6049.60009765625,670967000,6049.60009765625
2020-07-10,6049.60009765625,6108.2001953125,6003.2001953125,6095.39990234375,685330800,6095.39990234375
2020-07-13,6095.39990234375,6187.2998046875,6095.39990234375,6176.2001953125,614241100,6176.2001953125
2020-07-14,6176.2001953125,6179.7998046875,6093.2001953125,6179.7998046875,717546900,6179.7998046875
2020-07-15,6179.7998046875,6323.60009765625,6179.7998046875,6292.7001953125,747302000,6292.7001953125
2020-07-16,6292.7001953125,6296.7998046875,6227.2998046875,6250.7001953125,521796200,6250.7001953125
2020-07-17,6250.7001953125,6293.7001953125,6230.0,6290.2998046875,687096800,6290.2998046875
2020-07-20,6290.2998046875,6297.60009765625,6222.2001953125,6261.5,494263500,6261.5
2020-07-21,6261.5,6315.7001953125,6253.89990234375,6269.7001953125,753531600,6269.7001953125
2020-07-22,6269.7001953125,6271.0,6197.5,6207.10009765625,745230100,6207.10009765625
2020-07-23,6207.10009765625,6273.60009765625,6202.89990234375,6211.39990234375,605739200,6211.39990234375
2020-07-24,6211.39990234375,6211.39990234375,6099.10009765625,6123.7998046875,679819200,6123.7998046875
2020-07-27,6123.7998046875,6127.60009765625,6086.60009765625,6104.89990234375,704383900,6104.89990234375
2020-07-28,6104.89990234375,6149.89990234375,6083.7001953125,6129.2998046875,612575200,6129.2998046875
2020-07-29,6129.2998046875,6155.10009765625,6116.7001953125,6131.5,718093000,6131.5
2020-07-30,6131.5,6145.7998046875,5924.7001953125,5990.0,1229813400,5990.0
2020-07-31,5990.0,6046.2998046875,5897.7998046875,5897.7998046875,1007598800,5897.7998046875
2020-08-03,5897.7998046875,6038.7998046875,5857.10009765625,6032.89990234375,948540800,6032.89990234375
2020-08-04,6032.89990234375,6056.5,5986.7998046875,6036.0,766666900,6036.0
2020-08-05,6036.0,6111.5,6036.0,6104.7001953125,715558400,6104.7001953125
2020-08-06,6104.7001953125,6104.7001953125,5980.39990234375,6026.89990234375,629266500,6026.89990234375
2020-08-07,6026.89990234375,6046.0,5996.7001953125,6032.2001953125,540972400,6032.2001953125
2020-08-10,6032.2001953125,6099.5,6028.5,6050.60009765625,558064500,6050.60009765625
2020-08-11,6050.60009765625,6206.0,6050.60009765625,6154.2998046875,758790700,6154.2998046875
2020-08-12,6154.2998046875,6297.2001953125,6151.60009765625,6280.10009765625,680848000,6280.10009765625
2020-08-13,6280.10009765625,6280.10009765625,6185.60009765625,6185.60009765625,515765800,6185.60009765625
2020-08-14,6185.60009765625,6185.60009765625,6036.10009765625,6090.0,513442300,6090.0
2020-08-17,6090.0,6140.2001953125,6061.5,6127.39990234375,500314600,6127.39990234375
2020-08-18,6127.39990234375,6162.7001953125,6062.60009765625,6076.60009765625,502242600,6076.60009765625
2020-08-19,6076.60009765625,6114.7998046875,6045.0,6112.0,425040900,6112.0
2020-08-20,6112.0,6112.0,6009.60009765625,6013.2998046875,505170900,6013.2998046875
2020-08-21,6013.2998046875,6036.5,5948.7998046875,6001.89990234375,545211700,6001.89990234375
2020-08-24,6001.89990234375,6119.7998046875,6001.89990234375,6104.7001953125,452722200,6104.7001953125
2020-08-25,6104.7001953125,6173.5,6032.10009765625,6037.0,538992400,6037.0
2020-08-26,6037.0,6050.7998046875,5992.2001953125,6045.60009765625,405657200,6045.60009765625
2020-08-27,6045.60009765625,6062.5,6000.0,6000.0,496427000,6000.0
2020-08-28,6000.0,6033.0,5962.5,5963.60009765625,928308900,5963.60009765625
2020-09-01,5963.60009765625,5972.5,5824.0,5862.10009765625,1041226100,5862.10009765625
2020-09-02,5862.10009765625,5974.7001953125,5862.10009765625,5941.0,670603500,5941.0
2020-09-03,5941.0,5996.2001953125,5838.0,5850.89990234375,698951400,5850.89990234375
2020-09-04,5850.89990234375,5904.2001953125,5778.39990234375,5799.10009765625,672211400,5799.10009765625
2020-09-07,5799.10009765625,5946.89990234375,5798.5,5937.39990234375,542562600,5937.39990234375
2020-09-08,5937.39990234375,5985.2998046875,5868.89990234375,5930.2998046875,741088100,5930.2998046875
2020-09-09,5930.2998046875,6031.2998046875,5923.39990234375,6012.7998046875,670411100,6012.7998046875
2020-09-10,6012.7998046875,6028.7998046875,5950.60009765625,6003.2998046875,602947200,6003.2998046875
2020-09-11,6003.2998046875,6057.7001953125,5992.89990234375,6032.10009765625,532206600,6032.10009765625
2020-09-14,6032.10009765625,6080.0,6011.7998046875,6026.2998046875,599027600,6026.2998046875
2020-09-15,6026.2998046875,6123.7001953125,6026.2001953125,6105.5,696475100,6105.5
2020-09-16,6105.5,6119.2001953125,6057.60009765625,6078.5,712218600,6078.5
2020-09-17,6078.5,6078.5,5998.7001953125,6049.89990234375,614989900,6049.89990234375
2020-09-18,6049.89990234375,6055.2001953125,6006.2998046875,6007.10009765625,1606438900,6007.10009765625
2020-09-21,6007.10009765625,6007.10009765625,5779.2001953125,5804.2998046875,989724600,5804.2998046875
2020-09-22,5804.2998046875,5871.2998046875,5794.5,5829.5,793986600,5829.5
2020-09-23,5829.5,5974.89990234375,5829.5,5899.2998046875,745841800,5899.2998046875
2020-09-24,5899.2998046875,5899.2998046875,5805.2998046875,5822.7998046875,707125700,5822.7998046875
2020-09-25,5822.7998046875,5843.7001953125,5771.5,5842.7001953125,742745800,5842.7001953125
2020-09-28,5842.7001953125,5954.39990234375,5842.7001953125,5927.89990234375,915339300,5927.89990234375
2020-09-29,5927.89990234375,5927.89990234375,5862.89990234375,5897.5,677894800,5897.5
2020-09-30,5897.5,5931.39990234375,5854.5,5866.10009765625,831982500,5866.10009765625
2020-10-01,5866.10009765625,5925.7998046875,5849.7998046875,5879.5,729252500,5879.5
2020-10-02,5879.5,5902.10009765625,5809.60009765625,5902.10009765625,708115400,5902.10009765625
2020-10-05,5902.10009765625,5974.2001953125,5902.10009765625,5942.89990234375,637260500,5942.89990234375
2020-10-06,5942.89990234375,5971.5,5903.39990234375,5949.89990234375,911383000,5949.89990234375
2020-10-07,5949.89990234375,5977.2001953125,5929.2001953125,5946.2998046875,762006800,5946.2998046875
2020-10-08,5946.2998046875,6004.2001953125,5929.39990234375,5978.0,741665900,5978.0
2020-10-09,5978.0,6040.5,5978.0,6016.7001953125,676779000,6016.7001953125
2020-10-12,6016.7001953125,6037.10009765625,5995.10009765625,6001.39990234375,600961600,6001.39990234375
2020-10-13,6001.39990234375,6008.0,5950.0,5969.7001953125,786877800,5969.7001953125
2020-10-14,5969.7001953125,6009.7998046875,5926.5,5935.10009765625,613220800,5935.10009765625
2020-10-15,5935.10009765625,5935.10009765625,5786.2001953125,5832.5,667215200,5832.5
2020-10-16,5832.5,5933.7998046875,5832.5,5919.60009765625,669807200,5919.60009765625
2020-10-19,5919.60009765625,5959.7001953125,5872.0,5884.7001953125,522720700,5884.7001953125
2020-10-20,5884.7001953125,5915.5,5861.7998046875,5889.2001953125,576524900,5889.2001953125
2020-10-21,5889.2001953125,5903.39990234375,5769.60009765625,5776.5,632347400,5776.5
2020-10-22,5776.5,5796.39990234375,5716.39990234375,5785.7001953125,664916300,5785.7001953125
2020-10-23,5785.7001953125,5885.39990234375,5781.7998046875,5860.2998046875,852798000,5860.2998046875
2020-10-26,5860.2998046875,5868.39990234375,5782.39990234375,5792.0,870052100,5792.0
2020-10-27,5792.0,5806.2001953125,5728.2001953125,5729.0,756732600,5729.0
2020-10-28,5729.0,5729.0,5525.5,5582.7998046875,1107558600,5582.7998046875
2020-10-29,5582.7998046875,5616.60009765625,5534.7001953125,5581.7998046875,964959700,5581.7998046875
2020-10-30,5581.7998046875,5593.39990234375,5534.10009765625,5577.2998046875,823613300,5577.2998046875
2020-11-02,5577.2998046875,5665.2998046875,5554.7001953125,5655.0,755064600,5655.0
2020-11-03,5655.0,5787.60009765625,5655.0,5786.7998046875,803790300,5786.7998046875
2020-11-04,5786.7998046875,5885.7001953125,5711.2001953125,5883.2998046875,781517600,5883.2998046875
2020-11-05,5883.2998046875,5933.10009765625,5881.89990234375,5906.2001953125,900001200,5906.2001953125
2020-11-06,5906.2001953125,5950.2001953125,5858.5,5910.0,848478100,5910.0
2020-11-09,5910.0,6258.2998046875,5910.0,6186.2998046875,2067706200,6186.2998046875
2020-11-10,6186.2998046875,6307.0,6180.5,6296.89990234375,1717346100,6296.89990234375
2020-11-11,6296.89990234375,6397.2998046875,6293.2001953125,6382.10009765625,1283397300,6382.10009765625
2020-11-12,6382.10009765625,6382.10009765625,6295.7998046875,6338.89990234375,1014492200,6338.89990234375
2020-11-13,6338.89990234375,6339.0,6280.39990234375,6316.39990234375,1010712500,6316.39990234375
2020-11-16,6316.39990234375,6463.5,6316.39990234375,6421.2998046875,1293581100,6421.2998046875
2020-11-17,6421.2998046875,6424.5,6309.0,6365.2998046875,1225248200,6365.2998046875
2020-11-18,6365.2998046875,6395.89990234375,6326.7001953125,6385.2001953125,979740000,6385.2001953125
2020-11-19,6385.2001953125,6385.2001953125,6314.2998046875,6334.39990234375,929024200,6334.39990234375
2020-11-20,6334.39990234375,6386.7001953125,6324.60009765625,6351.5,821112500,6351.5
2020-11-23,6351.5,6392.10009765625,6325.2001953125,6333.7998046875,943708400,6333.7998046875
2020-11-24,6333.7998046875,6432.39990234375,6333.7001953125,6432.2001953125,1301560700,6432.2001953125
2020-11-25,6432.2001953125,6468.7001953125,6375.2998046875,6391.10009765625,1129314000,6391.10009765625
2020-11-26,6391.10009765625,6412.7001953125,6349.5,6362.89990234375,736272500,6362.89990234375
2020-11-27,6362.89990234375,6375.89990234375,6302.2001953125,6367.60009765625,1448127900,6367.60009765625
2020-11-30,6367.60009765625,6404.0,6266.2001953125,6266.2001953125,1355075300,6266.2001953125
2020-12-01,6266.2001953125,6400.2001953125,6263.60009765625,6384.7001953125,839858300,6384.7001953125
2020-12-02,6384.7001953125,6468.60009765625,6367.5,6463.39990234375,936842800,6463.39990234375
2020-12-03,6463.39990234375,6491.5,6430.2998046875,6490.2998046875,943214500,6490.2998046875
2020-12-04,6490.2998046875,6559.2001953125,6489.7998046875,6550.2001953125,1073110600,6550.2001953125
2020-12-07,6550.2001953125,6601.10009765625,6519.7998046875,6555.39990234375,1058250500,6555.39990234375
2020-12-08,6555.39990234375,6567.60009765625,6518.39990234375,6558.7998046875,758186800,6558.7998046875
